2.696673788532738189e-02,2.069015884791377061e-02,7.567665257495610753e-02,5.452831060436716393e-02,6.086941291906212276e-02,1.566749720605867258e-02,1.789213980506577581e-02,2.523475821827453683e-02,3.135170302355661659e-02,2.318665616935165763e-01,7.731847083872304092e-03,6.321491481858304562e-02,1.442348786897598156e-01,1.382445366625373873e-01,7.868628303008907976e-02,5.453254372814759360e-02,9.729727889585008949e-02,1.096783289730691169e-01,2.070597364680542424e-02,1.046535731576920397e-01,2.355738550355278571e-01,2.547048190315908678e-01,2.839214444284536287e-01,2.384316028004885013e-01,1.274963563905160968e-01,1.580374248210314192e-01,4.366245018012279711e-02,2.839214444284536287e-01,1.892090048111482181e-01,2.510227384365875114e-01,2.316941505918459765e-01,2.839214444284536287e-01,2.839214444284536287e-01,1.985217806858904366e-01,1.707599836230913881e-01,2.839214444284536287e-01
3.083583928135622682e-02,2.576479525108660643e-02,6.390011683344330728e-02,1.100495427918679603e-01,2.177531818017533205e-01,1.434426379047079939e-02,3.012208301056453971e-02,6.065550643901184390e-03,0.000000000000000000e+00,2.114811253058495044e-01,8.836658179894675558e-02,1.005584614823954309e-01,1.278861328058542024e-01,1.487974350928518430e-01,1.532007169302914973e-01,4.513598076335494785e-02,2.336599224720510848e-01,9.716711323092105945e-02,1.980209062291901634e-01,2.573899630623467938e-01,2.573899630623467938e-01,2.573899630623467938e-01,2.573899630623467938e-01,3.572029894181704551e-02,4.213147315262348591e-02,1.545379303439648189e-01,1.307764003810990006e-01,2.715067821986894697e-02,2.573899630623467938e-01,1.363816740365503821e-01,2.573899630623467938e-01,1.992807366115265655e-01,2.573899630623467938e-01,2.573899630623467938e-01,2.573899630623467938e-01,6.628941728056030047e-02
8.710471781739295705e-02,3.963001804298988545e-02,5.419522551190055631e-02,4.755080825559049318e-02,1.080528927773925507e-01,6.154417202342317428e-02,5.374454539402608033e-02,1.695650055352933006e-01,7.720681763862373426e-02,2.542517817735078234e-01,2.298888814217332210e-01,3.554182695845433532e-02,6.296243412500747948e-03,1.030004923869127093e-01,2.135181294688415499e-01,1.797184869123902295e-01,2.385066701895914298e-01,1.991540938910841552e-01,3.530583902768795468e-02,5.112244173486006626e-02,1.664476615308051743e-01,5.772700545119434368e-02,2.542517817735078234e-01,2.359027908243163663e-01,1.024542369284673210e-01,2.276295530956820232e-02,5.777997854630591290e-02,2.542517817735078234e-01,1.719029758851596257e-01,2.119362736688790438e-01,2.542517817735078234e-01,2.542517817735078234e-01,1.798590850805488750e-01,2.542517817735078234e-01,1.707521020436180981e-01,2.542517817735078234e-01
5.346762951422660143e-02,7.816624133003467062e-03,3.171886917219082780e-02,2.633030215359137907e-02,1.338051074398234064e-01,1.548620723686641720e-01,6.699665935358647788e-03,1.148194455795675528e-01,6.703609007761945904e-02,1.219815879200779329e-01,2.824876234036470188e-02,5.223355878508430250e-02,6.595175818702847526e-02,6.472609337369507332e-02,1.349757379828019632e-01,1.485553960176874966e-01,1.905513826477305550e-01,5.479839952392894648e-02,1.025993324520573825e-02,8.184577212753108011e-02,1.551256556394749880e-02,2.584485166181249571e-01,3.401494680048862684e-01,2.915582836178705062e-01,6.816372233006622039e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.679649370328532620e-02,1.611014909769170889e-01,5.111102008013512082e-02,2.296819936121924366e-01,3.401494680048862684e-01,3.401494680048862684e-01,3.401494680048862684e-01,3.401494680048862684e-01,3.000277528896849472e-03
9.498787072853254188e-02,9.892636473749542858e-02,1.083667569789805579e-01,1.390031603556252660e-01,1.134066330228459402e-01,9.414250242610706920e-02,1.282241230282856193e-01,5.790656133835132141e-02,2.254763331139334470e-01,6.627171561914661779e-02,2.959995608292282851e-02,6.791829940170142355e-02,1.051246427360088692e-01,2.402676219733572149e-01,7.799435219891553972e-02,1.512155430495432974e-02,3.351646707096108541e-02,3.131978633654290689e-02,5.517101123226351295e-02,1.966329467959980135e-02,1.135146440045804450e-01,3.275176553609452368e-01,3.275176553609452368e-01,1.679212458814348108e-01,3.275176553609452368e-01,1.969305944089116411e-01,8.546272167094524919e-02,3.079943157666690037e-02,2.554162218275976004e-01,1.575189447153837463e-01,3.275176553609452368e-01,3.275176553609452368e-01,1.318673171507848407e-01,4.839956630252832681e-02,1.681109940620474641e-01,6.900380509862202860e-02
4.122863881230001692e-01,1.454917012043943358e-01,3.110835958958845654e-02,2.978414141686586830e-02,3.123764007594736700e-02,2.765416866502727611e-02,0.000000000000000000e+00,1.388030742403062153e-03,1.363281162032054655e-02,1.475253381321157131e-01,2.974395139738078217e-02,2.021043491167645589e-02,6.403429818253947303e-02,1.899280120088790713e-01,6.905537189303702361e-02,7.811924066526229615e-02,1.023452285525516675e-01,4.122863881230001692e-01,4.122863881230001692e-01,1.028736687973782621e-01,2.582144469370446348e-03,1.290616285725257675e-02,1.748760223239144776e-02,5.954914549108224556e-03,2.774493904911683878e-02,1.096759781593370855e-02,3.471232599054054763e-02,4.122863881230001692e-01,7.430808218876751303e-02,7.582971234755506162e-02,1.581708569625642907e-02,3.204760073350726608e-03,3.169757398239663598e-02,4.772830857886849881e-02,1.120955594967623231e-01,4.122863881230001692e-01
1.709644779550284141e-02,0.000000000000000000e+00,3.277257177689436082e-03,2.068859217669978545e-02,2.546149596205806581e-02,1.113107770437578477e-02,1.721807269295152695e-02,1.920151220873515113e-02,1.513231616515247485e-02,2.557982121369725692e-01,4.033319033675467069e-02,8.564953387156896969e-02,1.347748218330469157e-02,7.841167066492500670e-02,1.653848299973445790e-01,5.900778733045852938e-03,3.932639166771206285e-01,3.932639166771206285e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.474975565768759059e-03,2.249107177037358227e-02,8.385912350483727684e-02,4.583105741149984258e-02,3.948296058410063342e-02,1.590940721351816189e-02,0.000000000000000000e+00,3.932639166771206285e-01,2.387412852716560285e-01,3.710422805229707244e-02,3.790110572642989978e-02,2.092964447498257483e-02,5.972037138891661545e-02,2.022914507826426567e-01,3.932639166771206285e-01,3.932639166771206285e-01
3.514770820303961263e-01,1.584823830380554244e-01,1.575321294078052270e-01,7.256881620340371875e-02,1.847692152118254882e-01,1.654721052599077979e-01,1.255212465254048615e-01,1.728812319762628724e-01,1.187791618576534147e-01,2.439700357311616608e-01,8.719594794731945833e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.902855981251446629e-03,7.681980926978480839e-02,6.550988140129930526e-02,2.968426922318712635e-01,1.220139983755074153e-01,1.074064213790510286e-01,5.481577646558771777e-02,2.818165688014241943e-01,3.514770820303961263e-01,1.628115241268631719e-01,9.903449915548730165e-02,6.709937075829572328e-02,2.179772279918068545e-01,5.891520894888892940e-02,1.191026700254534630e-02,3.888162178850900624e-02,7.840735024877638903e-02,3.514770820303961263e-01,1.363294283481426283e-01,8.012335514443263973e-02,1.139989131964758429e-01,2.203276944429391482e-01
9.296426264606970011e-03,6.482958192546622346e-03,8.695654290573066186e-03,4.378255053871453473e-03,2.200818681393146292e-02,1.122970748108502795e-02,6.000328384153355912e-03,4.313133232028256228e-03,3.269291577445777516e-03,3.815744999419023314e-02,2.960225881121515343e-02,1.272548272129861713e-01,1.211777730546398091e-01,1.792785911178798319e-01,1.132491933911081577e-01,7.504385885351531893e-02,5.949067532826678162e-02,7.756818406556356682e-02,3.233446148238947049e-01,1.497492094891164360e-01,3.233446148238947049e-01,5.622880912314053015e-02,7.016801674750093934e-03,2.422206552894761323e-03,9.441189075104369994e-04,1.002006387826889604e-02,7.791696197682065027e-03,3.233446148238947049e-01,3.233446148238947049e-01,3.233446148238947049e-01,3.233446148238947049e-01,2.094141542396816269e-01,9.759695997063133621e-02,1.088175791037320067e-01,3.233446148238947049e-01,2.878378459788621391e-01
1.846708199010787255e-01,4.628538464028392890e-02,2.609200153764761748e-02,3.203610089743751110e-02,1.973162910754175381e-01,5.632556766364871931e-02,1.290280868343108012e-01,4.039287818670054264e-01,4.039287818670054264e-01,6.134659538462906847e-02,8.407254243261002777e-03,2.564800069304768587e-02,2.920309878426858782e-02,6.765663376123239037e-02,5.063532442546544998e-02,1.927592871961446991e-02,9.032571889810048216e-03,6.817121188073027409e-03,2.402907315858353321e-01,1.842006912372532723e-01,1.369066691158034657e-02,2.187742737395971804e-01,1.616500847186295997e-01,1.357562153876792632e-01,1.080364941425588504e-02,8.351516295455176098e-02,4.039287818670054264e-01,1.143877728460266155e-02,5.136617816007921916e-02,3.390070204327223346e-03,2.435550025068716502e-03,7.820561478476428796e-02,3.534502715824788116e-02,1.869675932865103862e-01,4.039287818670054264e-01,3.453967410781508263e-02
