1.695421253287792696e-01,4.076551297959515180e-02,1.521352837799270774e-01,2.198344116253337366e-01,2.634323580679420740e-01,6.815238917226411341e-02,3.504245971639918106e-02,7.857640704222909611e-02,8.830506081395331219e-02,2.634323580679420740e-01,2.634323580679420740e-01,7.719350527083564117e-02,1.031774373879816159e-01,8.596122437336813082e-02,2.212967825957521117e-01,9.911112757546178265e-02,2.634323580679420740e-01,1.570226452578098175e-01,5.553401154790882366e-02,1.074217352549241139e-01,2.079145768671802202e-02,4.370303310860730595e-02,1.346882887686361718e-01,9.217472882721075567e-02,1.210475298575903608e-01,1.180325430386117008e-01,7.937282038697011932e-02,2.634323580679420740e-01,1.767485300047210717e-01,1.718510699138214304e-01,2.634323580679420740e-01,4.570058179721023239e-02,7.009665333258217890e-02,2.634323580679420740e-01,2.634323580679420740e-01,2.634323580679420740e-01,0.000000000000000000e+00
2.299921049166109288e-01,8.710385313719241906e-02,7.427722201826612858e-02,2.299921049166109288e-01,2.299921049166109288e-01,2.299921049166109288e-01,1.153149805280662688e-01,1.865705981762386945e-01,2.299921049166109288e-01,2.299921049166109288e-01,2.299921049166109288e-01,9.590973207610838103e-02,2.106172036711825291e-01,2.299921049166109288e-01,2.299921049166109288e-01,7.457124207691345763e-02,1.962003678744112245e-01,1.554562200071009648e-01,1.578209646360663465e-01,4.198017794016440513e-02,5.273882919314393930e-02,2.982587010289209500e-02,2.110471121847187215e-01,1.362593536051732168e-01,1.438967426695766938e-01,1.643193471763481073e-01,1.024574384892528861e-01,9.405335302537698450e-02,1.051243322424127435e-01,1.229901867164863993e-01,2.299921049166109288e-01,2.041219456226286422e-01,1.829156323976320608e-01,8.859752718181038156e-02,1.062240886859667777e-01,8.433268216614223101e-02,0.000000000000000000e+00
3.530257447941489296e-02,2.372580743479273391e-01,2.545577921562396373e-01,1.486196376215373205e-01,3.574860787508152282e-02,1.240017897946696888e-02,1.846519430082859195e-02,7.754725112198074255e-03,0.000000000000000000e+00,9.031551968676239384e-02,4.718721994158362777e-03,2.156236344129348892e-02,8.352402692222420100e-02,1.201977658449616543e-01,2.545577921562396373e-01,5.285599217224079549e-02,9.498826012081269810e-02,1.870038594552429767e-01,1.472043114558715393e-01,2.545577921562396373e-01,2.275269296474784486e-01,2.382902136486972910e-01,2.545577921562396373e-01,2.545577921562396373e-01,1.217108540049748472e-01,1.403053443772381004e-01,2.598878901720268544e-02,8.244219835069077629e-02,1.827377653751974529e-01,1.781695203759640078e-01,2.368795676478495649e-01,2.545577921562396373e-01,2.545577921562396373e-01,2.545577921562396373e-01,1.031082874151495188e-01,1.386279680917726631e-01,0.000000000000000000e+00
2.153332630133711623e-01,1.085091389372811466e-01,1.255200732868769209e-01,2.153332630133711623e-01,1.796225758214458068e-01,1.610858885047835032e-01,1.494417694678136510e-01,2.153332630133711623e-01,1.795594586828274386e-01,1.867953357290551286e-01,2.153332630133711623e-01,2.153332630133711623e-01,2.125118344350372668e-01,2.153332630133711623e-01,2.153332630133711623e-01,1.118781528676597026e-01,6.730975012480355790e-02,2.153332630133711623e-01,1.673549655004651915e-01,2.028173589866171800e-01,1.726153344147629831e-01,1.189656663742799797e-01,1.671019138777365409e-01,4.764095379682292686e-02,1.554598264692181042e-01,2.000646937541239179e-01,1.410277939016437998e-01,2.981594456015020447e-02,1.058821886868599599e-01,1.478489909827310489e-01,2.153332630133711623e-01,1.786769302160313710e-01,1.834605132855753606e-01,1.074746300856075365e-01,4.849440628961482896e-02,6.674261147660749682e-02,0.000000000000000000e+00
2.587634610495287979e-01,6.544440865531711560e-02,1.962766812254651549e-01,1.343161617771969352e-01,2.587634610495287979e-01,1.233066008619014275e-01,1.089195748287235949e-01,9.726504468132690651e-02,2.377106822481966919e-01,3.514579016153446256e-02,3.268361602926410370e-02,9.472494409568948948e-02,1.576718427846766912e-01,2.216445205859462475e-01,2.587634610495287979e-01,2.587634610495287979e-01,5.748163536442535415e-02,3.736380111730238512e-02,4.914622964163269103e-02,1.982822297315924021e-02,1.671294227629141482e-02,8.912816271614391883e-02,2.587634610495287979e-01,2.587634610495287979e-01,2.587634610495287979e-01,2.587634610495287979e-01,1.795071849511989115e-01,1.360119115125114631e-01,7.843083220533844657e-02,1.668162542662440517e-01,2.225791072636702228e-01,1.929000677965357624e-01,1.288314700698529047e-01,5.992829085994035715e-02,5.587063485159025206e-02,1.212034105374777126e-01,0.000000000000000000e+00
6.010539540885727339e-02,2.879016760413360410e-01,2.619623093654410151e-01,3.000296849963653839e-02,4.709972883673639588e-02,1.284429630450211433e-02,2.370530241600630333e-02,1.625982182817524088e-02,2.646975692585174650e-02,2.879016760413360410e-01,1.512854453891386564e-01,2.879016760413360410e-01,2.879016760413360410e-01,1.509683006418547357e-01,4.011635245923802356e-02,2.444991626829743150e-02,6.328461119132348933e-02,9.566028729690345678e-02,2.879016760413360410e-01,7.633241232675243293e-02,9.573627378900753659e-02,9.352503079924133489e-02,2.206769431993548802e-01,2.326843719650869557e-01,9.489211970271868579e-02,1.148664743351669876e-01,1.963924992736114927e-01,1.215048723056945668e-01,1.306941346787021674e-01,2.579220936868154568e-01,2.468757043471515589e-01,1.890730950780504793e-01,1.543581157658777125e-01,1.194981502724803135e-01,5.929463236283111227e-02,1.530991018836946604e-01,0.000000000000000000e+00
8.695397495239624158e-03,8.235581764949803651e-02,2.894272761643609804e-01,1.671543570620643293e-01,8.303101775336990675e-02,2.331628854322296759e-02,8.109404089543545066e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.987654281144445118e-02,0.000000000000000000e+00,6.893741960182990514e-03,2.894272761643609804e-01,2.894272761643609804e-01,1.447189647266856616e-01,1.589629023559260834e-01,1.816977414840734439e-01,1.065691456074358973e-01,2.510733637767040283e-01,2.894272761643609804e-01,2.894272761643609804e-01,2.894272761643609804e-01,2.880540794702134422e-01,1.089103421733234600e-01,3.563733943823203104e-02,6.180033021277745592e-02,2.523016391546331269e-02,6.089375873790339733e-02,1.759241401215856093e-01,2.554459024069802298e-01,2.461737097251859574e-01,1.366590074173886227e-01,9.410121717389839657e-02,1.984870769259704237e-02,2.790099682226472588e-02,8.976297269444415139e-02,0.000000000000000000e+00
2.500029739518582761e-01,2.500029739518582761e-01,2.500029739518582761e-01,2.093434314696715204e-01,8.462124439123697162e-02,8.663421487037197000e-02,3.147365433235329440e-02,6.781691509841737686e-03,1.404366652684390371e-01,2.500029739518582761e-01,5.805663382814043455e-02,9.059451266783732915e-02,4.145007260414299705e-02,2.500029739518582761e-01,1.152439820692840872e-01,1.163762812057552998e-01,1.250495556508287032e-01,2.371042379954617085e-01,1.564004975592058200e-01,4.934917185779347931e-02,8.078861921312667504e-02,9.555596160369587977e-02,2.500029739518582761e-01,2.500029739518582761e-01,2.479731650783640051e-01,8.113996962775342492e-02,1.666134425855384238e-01,7.392595656617230448e-02,1.140911851145239714e-01,1.050365959198641119e-01,2.500029739518582761e-01,2.500029739518582761e-01,1.774495869915315438e-01,1.905726689207659363e-01,8.632495803535245038e-02,5.566631675572208254e-02,0.000000000000000000e+00
1.666777120001947665e-01,1.053738030979769619e-01,2.621237006255131008e-01,7.387421795634956101e-02,2.125828519534533334e-01,3.528923782384500024e-02,5.625895988372724144e-02,3.052626865293450384e-02,1.903856270377902657e-02,1.065547651098311399e-01,1.041817953010841513e-01,3.102661650863031695e-01,3.102661650863031695e-01,1.290740660727646427e-01,1.425811567293510940e-01,5.212541382434219411e-02,1.480943918045556952e-02,8.164997070325163975e-02,1.556089060219563447e-01,2.742319225936723504e-01,3.102661650863031695e-01,2.122410115687465293e-01,2.184818344088934328e-01,1.974428171879048788e-02,1.258425416729850310e-01,1.098444512811763973e-01,1.844453561996539301e-02,4.283846437295250192e-02,2.470168146417548172e-01,3.102661650863031695e-01,3.102661650863031695e-01,4.199102412700361775e-02,1.384074382924478305e-02,0.000000000000000000e+00,5.083335978168452944e-03,1.623368746445479766e-02,0.000000000000000000e+00
2.611364709865906519e-01,6.498267922857776935e-02,1.354192144025735123e-01,4.538844793238975411e-02,1.411228628661531925e-01,4.613064118878619502e-02,7.638393848816493747e-02,8.236823698885570311e-02,2.611364709865906519e-01,1.218217704810954788e-01,1.574886262422642569e-01,2.611364709865906519e-01,2.611364709865906519e-01,2.611364709865906519e-01,2.352677847429246738e-01,8.780155133052862382e-02,1.117897760304430860e-01,2.473989175598833093e-02,1.624732133103265752e-01,6.556889595986823902e-03,1.062593702798537154e-01,1.067064885112968819e-01,2.479228863520431814e-01,5.624262909560386048e-02,4.114300145193891534e-02,8.220421243332930172e-02,1.853540936868328382e-01,1.468775345079956496e-01,2.374582926438977004e-01,2.611364709865906519e-01,2.100570714590779819e-01,2.611364709865906519e-01,1.207569379540176235e-01,1.348148461342621729e-01,1.436658562662359029e-01,1.245958268477554004e-01,0.000000000000000000e+00
1.857487131394873481e-01,2.228842002518905130e-01,2.256265352508518007e-01,2.202872196481806821e-01,1.716941981722143462e-01,8.070413982451722645e-02,4.449094179057797721e-02,1.960433732523571004e-01,1.370156394423779900e-01,1.778602316245957438e-01,8.922712439703978093e-02,1.316988476926489182e-01,2.231539193867671245e-01,2.256265352508518007e-01,2.256265352508518007e-01,1.204527551993629514e-01,1.350585693540239662e-01,8.605358178531030688e-02,1.235008055667940197e-01,9.940696709148250099e-02,8.974827630716390725e-02,6.050350280360091565e-02,1.872311784149549296e-01,2.256265352508518007e-01,2.256265352508518007e-01,1.742278582865036674e-01,1.736345322256064583e-01,2.256265352508518007e-01,1.208169227279724950e-01,6.403355938330865249e-02,1.449577098906463524e-01,1.184423576781784143e-01,1.805459543065464911e-01,1.170427040221343473e-01,1.908610488192469257e-01,2.256265352508518007e-01,0.000000000000000000e+00
2.673016519963686832e-01,2.098675778817843673e-01,1.470638304886968117e-01,2.036499826851637385e-01,2.546244937846235401e-01,1.452970065254302889e-01,4.821253917302493336e-02,1.247197145390882139e-01,9.918397655378406730e-02,1.856382964795833534e-01,1.285638279704913456e-01,2.673016519963686832e-01,1.966428998528642891e-01,1.882651243637088190e-01,1.289315854675572304e-01,1.875028288485437178e-01,3.870889969215711435e-02,8.154145524994456384e-02,1.884796739122353570e-01,1.679224573586163283e-01,2.350628699871597782e-01,1.956419430260607772e-01,2.488893728434863617e-01,6.922245540680890818e-02,7.720522153007300381e-02,4.596366915050865282e-02,7.936919252104861211e-02,7.510460366557765444e-02,1.403116870636166857e-01,2.673016519963686832e-01,2.673016519963686832e-01,1.861287504540261595e-01,2.273084685498218821e-02,8.714296568877202831e-02,2.963205567899216200e-02,3.221246908299747747e-02,0.000000000000000000e+00
1.600186411900540451e-01,1.149762024784161674e-01,1.240349262110946454e-01,2.458553265669315147e-01,1.648963642398962870e-01,1.153608618725259216e-01,5.675872131296905848e-02,6.008984650630921909e-02,8.719268398874535642e-02,1.539356209362306160e-01,1.536793757303909769e-01,2.458553265669315147e-01,2.458553265669315147e-01,1.992911723280257619e-01,1.259565236556016432e-01,1.461257156038174854e-01,2.399000807814515024e-01,2.400872285902811154e-01,9.909887196321895408e-02,7.147767487255259067e-02,1.224846335516538709e-01,1.361539215052238461e-01,2.458553265669315147e-01,1.432008479480339491e-01,2.458553265669315147e-01,2.458553265669315147e-01,6.039612359275455672e-02,1.603779576517181393e-01,8.489377510095605373e-02,1.375265637072446423e-01,1.352320702547598064e-01,1.364934851421578943e-01,2.374948515439344668e-02,2.412751306453647382e-01,9.021202529802462011e-02,2.458553265669315147e-01,0.000000000000000000e+00
9.233609915715659811e-02,7.263160356109765736e-02,5.261492845373162003e-02,5.331068862344542914e-02,5.071816582391543149e-02,9.462334195138520643e-02,1.052796444008756854e-01,1.621652899539820225e-01,2.441232107871266210e-02,9.267856554616844822e-02,1.138072384579205815e-01,7.086921163840952109e-02,5.074600034367327678e-02,1.109115538322802408e-01,1.654426684133613046e-01,2.462809747924954717e-01,1.433404762324425041e-01,5.136550092129837930e-02,2.462809747924954717e-01,2.462809747924954717e-01,2.462809747924954717e-01,2.009763993633734702e-01,1.545116710265486415e-01,1.364073878323500966e-01,1.163568064342926783e-01,1.686526661531347338e-01,2.352966604150836805e-01,2.462809747924954717e-01,2.462809747924954717e-01,2.462809747924954717e-01,2.462809747924954717e-01,2.079199758351884808e-01,2.462809747924954717e-01,1.730364025077434087e-01,1.105080612612355379e-01,1.661198790915187351e-01,0.000000000000000000e+00
2.366116875472434600e-01,1.059146883120329341e-01,2.366116875472434600e-01,1.602083241867262586e-01,2.120014124831936242e-01,9.643758732840827796e-02,1.942105214514290579e-01,1.586689533667652308e-01,1.316688423503369898e-01,2.366116875472434600e-01,1.561112925887756520e-01,6.240898689603349009e-02,1.382879856883190706e-01,5.260671764872507095e-02,1.056803869303485494e-01,2.366116875472434600e-01,1.224884375763516386e-01,1.502400815141556323e-01,2.078706222297226902e-01,9.328775755913921996e-02,2.177386731117640639e-01,6.646931068072606252e-02,2.366116875472434600e-01,1.916292475183996591e-01,2.366116875472434600e-01,1.886668807369301093e-01,2.366116875472434600e-01,6.378372707756060911e-02,1.328069188400188005e-01,8.988545402644279592e-02,3.447959279515466074e-02,1.548998303122850473e-01,1.258679137329669906e-01,1.928933370919904411e-01,2.110954789697017664e-01,9.594799730424166673e-02,0.000000000000000000e+00
